"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","88","Баг с изменением количества товаров на странице","chromium","Wed Jul 23 07:08:42 GMT 2025","failed","Wed Jul 23 07:08:42 GMT 2025","","ui/academybag.spec.js","",""
"","0","Проверка создания задачи с невалидным по длине description","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка запроса к некорректному эндпоинту","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка удаления несуществующей задачи по id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи с невалидным по длине title","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка фильтрации по статусу выполнения задачи через query-параметры","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка удаления задачи по id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","89","Баг с фильтрацией по цене","chromium","Wed Jul 23 07:08:51 GMT 2025","failed","Wed Jul 23 07:08:51 GMT 2025","","ui/academybag.spec.js","",""
"","0","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","30","Проверка, что ответе возвращается 10 задач","chromium","Wed Jul 23 07:08:35 GMT 2025","failed","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи с максимально допустимыми title и description","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания заметки с невалидным токеном авторизации","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка фильтрации по id через query-параметры","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка требуемых атрибутов задачи в теле ответа","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка получения задачи по id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка полного обновления задачи","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания заметки","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка получения несуществующей задачи по id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","92","Баг с некорректным описанием товара","chromium","Wed Jul 23 07:08:48 GMT 2025","failed","Wed Jul 23 07:08:48 GMT 2025","","ui/academybag.spec.js","",""
"","0","Проверка создания задачи без атрибута title","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Баг с увеличением количества товара определенного цвета","chromium","Wed Jul 23 07:08:49 GMT 2025","skipped","Wed Jul 23 07:08:49 GMT 2025","","ui/academybag.spec.js","",""
"","0","Проверка обновления задачи с несовпадающими id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи с невалидным doneStatus","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи с телом, превышающим 5000 символов","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка аутентификации с невалидным логином/паролем","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","88","Баг с размером изображения в карточке товара","chromium","Wed Jul 23 07:08:39 GMT 2025","failed","Wed Jul 23 07:08:39 GMT 2025","","ui/academybag.spec.js","",""
"","0","Проверка удаления задачи без указания id","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка создания задачи методом PUT","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
"","0","Проверка аутентификации с валидным логином/паролем","chromium","Wed Jul 23 07:08:35 GMT 2025","skipped","Wed Jul 23 07:08:35 GMT 2025","Challenge","api/challenges.spec.js","",""
