"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","13","Проверка создания задачи с максимально допустимыми title и description","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12528","Баг с отправкой комментария в карточке товара","chromium","Mon Jul 14 17:15:37 GMT 2025","passed","Mon Jul 14 17:15:50 GMT 2025","","ui/academybag.spec.js","",""
"","21","Проверка фильтрации по статусу выполнения задачи через query-параметры","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","18","Проверка создания задачи с несуществующим атрибутом","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","1","Баг с увеличением количества товара определенного цвета","chromium","Mon Jul 14 17:15:54 GMT 2025","skipped","Mon Jul 14 17:15:54 GMT 2025","","ui/academybag.spec.js","",""
"","11","Проверка удаления несуществующей задачи по id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","18","Проверка создания заметки","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","10","Проверка обновления задачи без обязательного атрибута title","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11603","Баг с изменением количества товаров на странице","chromium","Mon Jul 14 17:15:25 GMT 2025","passed","Mon Jul 14 17:15:37 GMT 2025","","ui/academybag.spec.js","",""
"","15","Проверка требуемых атрибутов задачи в теле ответа","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","9","Проверка получения несуществующей задачи по id","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","13","Проверка создания задачи с невалидным по длине title","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
"","12","Проверка создания задачи с телом, превышающим 5000 символов","chromium","Mon Jul 14 17:15:21 GMT 2025","passed","Mon Jul 14 17:15:21 GMT 2025","Challenge","api/challenges.spec.js","",""
