"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49","Проверка создания задачи","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3923","Баг с размером изображения в карточке товара","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:04 GMT 2025","","ui/academybag.spec.js","",""
"","44","Проверка удаления задачи по id","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","51","Проверка требуемых атрибутов задачи в теле ответа","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","55","Проверка, что ответе возвращается 10 задач","chromium","Fri Jul 18 20:17:58 GMT 2025","passed","Fri Jul 18 20:17:58 GMT 2025","Challenge","api/challenges.spec.js","",""
"","51","Проверка создания задачи с невалидным doneStatus","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка создания задачи с максимально допустимыми title и description","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","42","Проверка удаления задачи без указания id","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11640","Баг с изменением количества товаров на странице","chromium","Fri Jul 18 20:18:06 GMT 2025","passed","Fri Jul 18 20:18:17 GMT 2025","","ui/academybag.spec.js","",""
"","47","Проверка обновления задачи с несовпадающими id","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","42","Проверка создания заметки без токена авторизации","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","43","Проверка аутентификации с невалидным логином/паролем","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","40","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","4430","Баг с некорректным описанием товара","chromium","Fri Jul 18 20:18:30 GMT 2025","passed","Fri Jul 18 20:18:34 GMT 2025","","ui/academybag.spec.js","",""
"","44","Проверка создания задачи с невалидным по длине description","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","41","Проверка создания заметки с невалидным токеном авторизации","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","85","Проверка создания заметки","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","41","Проверка обращения к эндпоинту PATCH /heartbeat","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","44","Проверка создания задачи без атрибута title","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","44","Проверка частичного обновления атрибута title в задаче","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","57","Проверка фильтрации по статусу выполнения задачи через query-параметры","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
"","43","Проверка удаления несуществующей задачи по id","chromium","Fri Jul 18 20:18:00 GMT 2025","passed","Fri Jul 18 20:18:00 GMT 2025","Challenge","api/challenges.spec.js","",""
"","45","Проверка создания задачи с невалидным по длине title","chromium","Fri Jul 18 20:17:59 GMT 2025","passed","Fri Jul 18 20:17:59 GMT 2025","Challenge","api/challenges.spec.js","",""
