"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","71","Проверка, что ответе возвращается 10 задач","API","Mon Jul 28 20:40:24 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка фильтрации по id через query-параметры","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","65","Проверка создания задачи","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","59","Проверка создания заметки без токена авторизации","API","Mon Jul 28 20:40:27 GMT 2025","passed","Mon Jul 28 20:40:27 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка создания задачи с невалидным doneStatus","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка удаления задачи без указания id","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","68","Проверка фильтрации по статусу выполнения задачи через query-параметры","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","68","Проверка требуемых атрибутов задачи в теле ответа","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","60","Проверка аутентификации с валидным логином/паролем","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
"","13153","Баг с отправкой комментария в карточке товара","UI","Mon Jul 28 20:39:53 GMT 2025","passed","Mon Jul 28 20:40:06 GMT 2025","","ui/academybag.spec.js","",""
"","61","Проверка получения несуществующей задачи по id","API","Mon Jul 28 20:40:25 GMT 2025","passed","Mon Jul 28 20:40:25 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11027","Баг с фильтрацией по цене","UI","Mon Jul 28 20:40:13 GMT 2025","passed","Mon Jul 28 20:40:24 GMT 2025","","ui/academybag.spec.js","",""
"","62","Проверка обновления задачи с несовпадающими id","API","Mon Jul 28 20:40:26 GMT 2025","passed","Mon Jul 28 20:40:26 GMT 2025","Challenge","api/challenges.spec.js","",""
