"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","Проверка создания задачи с невалидным doneStatus","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка аутентификации с валидным логином/паролем","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","48","Проверка фильтрации по id через query-параметры","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","53","Проверка создания задачи с невалидным по длине description","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11338","Баг с изменением количества товаров на странице","chromium","Wed Jul 23 07:17:11 GMT 2025","passed","Wed Jul 23 07:17:22 GMT 2025","","ui/academybag.spec.js","",""
"","48","Проверка полного обновления задачи","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","51","Проверка запроса к некорректному эндпоинту","chromium","Wed Jul 23 07:17:03 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","53","Проверка требуемых атрибутов задачи в теле ответа","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","47","Проверка удаления задачи без указания id","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
"","1","Баг с увеличением количества товара определенного цвета","chromium","Wed Jul 23 07:17:38 GMT 2025","skipped","Wed Jul 23 07:17:38 GMT 2025","","ui/academybag.spec.js","",""
"","48","Проверка создания задачи с телом, превышающим 5000 символов","chromium","Wed Jul 23 07:17:04 GMT 2025","passed","Wed Jul 23 07:17:04 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3649","Баг с размером изображения в карточке товара","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:09 GMT 2025","","ui/academybag.spec.js","",""
"","47","Проверка аутентификации с невалидным логином/паролем","chromium","Wed Jul 23 07:17:05 GMT 2025","passed","Wed Jul 23 07:17:05 GMT 2025","Challenge","api/challenges.spec.js","",""
