"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","Проверка обращения к эндпоинту PATCH /heartbeat","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","62","Проверка удаления несуществующей задачи по id","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка обращения к несуществующему эндпоинту DELETE /heartbeat","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","70","Проверка создания заметки без токена авторизации","API","Mon Jul 28 20:44:18 GMT 2025","passed","Mon Jul 28 20:44:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка получения несуществующей задачи по id","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка аутентификации с валидным логином/паролем","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","121","Проверка создания заметки","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:18 GMT 2025","Challenge","api/challenges.spec.js","",""
"","61","Проверка удаления задачи без указания id","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","70","Проверка требуемых атрибутов задачи в теле ответа","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","65","Проверка создания задачи с невалидным по длине description","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","65","Проверка фильтрации по id через query-параметры","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","71","Проверка фильтрации по статусу выполнения задачи через query-параметры","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","64","Проверка создания задачи без атрибута title","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка удаления задачи по id","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","11343","Баг с изменением количества товаров на странице","UI","Mon Jul 28 20:43:36 GMT 2025","passed","Mon Jul 28 20:43:47 GMT 2025","","ui/academybag.spec.js","",""
"","0","Баг с увеличением количества товара определенного цвета","UI","Mon Jul 28 20:44:09 GMT 2025","skipped","Mon Jul 28 20:44:09 GMT 2025","","ui/academybag.spec.js","",""
"","69","Проверка создания задачи с максимально допустимыми title и description","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","67","Проверка получения задачи по id","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","63","Проверка частичного обновления атрибута title в задаче","API","Mon Jul 28 20:44:17 GMT 2025","passed","Mon Jul 28 20:44:17 GMT 2025","Challenge","api/challenges.spec.js","",""
"","3974","Баг с размером изображения в карточке товара","UI","Mon Jul 28 20:43:30 GMT 2025","passed","Mon Jul 28 20:43:34 GMT 2025","","ui/academybag.spec.js","",""
"","69","Проверка создания задачи с невалидным по длине title","API","Mon Jul 28 20:44:16 GMT 2025","passed","Mon Jul 28 20:44:16 GMT 2025","Challenge","api/challenges.spec.js","",""
"","73","Проверка, что ответе возвращается 10 задач","API","Mon Jul 28 20:44:15 GMT 2025","passed","Mon Jul 28 20:44:15 GMT 2025","Challenge","api/challenges.spec.js","",""
